T2057,Sealer3,10000,1,399,Tsk 2057 M863-T3,3,Sealer 3,Mod846,Mod846,Mod863,Mod862,Sealer,,,2016/04/23 12:16:00,0.00416666666667,2016/04/23 12:21:59,T2171,8,FC108(2.0),,Mod863
T2284,Sealer4,10000,1,2927,Tsk 2284 M730-T2,4,Sealer 4,Mod334,Mod334,Mod730,Mod674,Sealer,,,2016/04/23 12:21:59,0.0333333333333,2016/04/23 13:10:00,T2126,7,FC98(1.0),,Mod730
T2074,Mechanic6,10000,1,9000,Tsk 2074 M2073-T2,6,Mechanic 6,Mod334,Mod334,Mod2073,Mod1715,Mechanic,C1,,2016/04/23 12:27:59,0.104166666667,2016/04/23 14:58:00,T813,7,,,Mod2073
T1999,Electrician1,10000,1,1129,Tsk 1999 M1998-T2,1,Electrician 1,Mod334,Mod334,Mod1998,Mod1715,Electrician,,,2016/04/23 12:32:00,0.0125,2016/04/23 12:50:00,T1738,14,FC113(1.0),,Mod1998
T2241,Sealer2,10000,1,266,Tsk 2241 M858-T2,2,Sealer 2,Mod846,Mod846,Mod858,Mod856,Sealer,,,2016/04/23 12:34:59,0.00277777777778,2016/04/23 12:39:00,T2171,8,FC106(1.0),,Mod858
T1843,Mechanic8,10000,1,2335,Tsk 1843 M691-T1,8,Mechanic 8,Mod674,Mod674,Mod691,Mod690,Mechanic,C1,,2016/04/23 12:34:59,0.0263888888889,2016/04/23 13:12:59,T2116,7,,,Mod691
T2171,Sealer2,10000,1,26340,Tsk 2171 M490-T1,2,Sealer 2,Mod334,Mod334,Mod490,Mod406,Sealer,,,2016/04/23 12:39:00,0.304861111111,2016/04/23 19:57:59,T2286,9,,,Mod490
T2171,Sealer3,10000,1,26340,Tsk 2171 M490-T1,3,Sealer 3,Mod334,Mod334,Mod490,Mod406,Sealer,,,2016/04/23 12:39:00,0.304861111111,2016/04/23 19:57:59,T1965,9,,,Mod490
T1738,Electrician1,10000,1,1129,Tsk 1738 M592-T1,1,Electrician 1,Mod334,Mod334,Mod592,Mod576,Electrician,,,2016/04/23 12:50:00,0.0125,2016/04/23 13:08:00,T1867,15,FC113(1.0),,Mod592
T2006,Mechanic5,10000,1,1634,Tsk 2006 M749-T1,5,Mechanic 5,Mod334,Mod334,Mod749,Mod674,Mechanic,C1,,2016/04/23 12:57:00,0.01875,2016/04/23 13:24:00,T1893,8,FC122(2.0),,Mod749
